Obs	Country	Party	countrypartyid	Leader	Year	majoritarian	gov	majorparty	seatdiff	seatshare	groups	FoundedAfter1980	FoundedAfter1965	FoundedAfter1970	FoundedAfter1975	perfemmp2	fem.mandate	Female	leaderage	Died	died2	Party_Death	FFL.new	AFFL.new	Time	LeaderDeath	LeaderYearFirst	LeaderYear	LeaderInclude.woC.woPD	LeaderInclude.woC.wPD	LeaderInclude.wC.woPD	LeaderInclude.wC.wPD	FemLeaderNum	NewLeader	rbgroup
453	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"David Lewis/Ed Broadbent"	1975	1	0	0			"30"	0	0	0	0		0	0	39	0	0	0	0	0	11	0	1	1	1	1	1	1	0	1	"30"
454	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1976	1	0	0			"30"	0	0	0	0		0	0	40	0	0	0	0	0	12	0	2	2	1	1	1	1	0	0	"30"
455	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1977	1	0	0			"30"	0	0	0	0		0	0	41	0	0	0	0	0	13	0	3	3	1	1	1	1	0	0	"30"
456	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1978	1	0	0			"30"	0	0	0	0		0	0	42	0	0	0	0	0	14	0	4	4	1	1	1	1	0	0	"30"
457	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1979	1	0	0			"30"	0	0	0	0		0	0	43	0	0	0	0	0	15	0	5	5	1	1	1	1	0	0	"30"
458	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1980	1	0	0	0		"30"	0	0	0	0		0	0	44	0	0	0	0	0	16	0	6	6	1	1	1	1	0	0	"30"
459	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1981	1	0	0	0		"30"	0	0	0	0		0	0	45	0	0	0	0	0	17	0	7	7	1	1	1	1	0	0	"30"
460	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1982	1	0	0	0		"30"	0	0	0	0		0	0	46	0	0	0	0	0	18	0	8	8	1	1	1	1	0	0	"30"
461	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1983	1	0	0	0		"30"	0	0	0	0		0	0	47	0	0	0	0	0	19	0	9	9	1	1	1	1	0	0	"30"
462	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1984	1	0	0			"30"	0	0	0	0		0	0	48	0	0	0	0	0	20	0	10	10	1	1	1	1	0	0	"30"
463	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1985	1	0	0			"30"	0	0	0	0		0	0	49	0	0	0	0	0	21	0	11	11	1	1	1	1	0	0	"30"
464	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1986	1	0	0			"30"	0	0	0	0		0	0	50	0	0	0	0	0	22	0	12	12	1	1	1	1	0	0	"30"
465	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1987	1	0	0			"30"	0	0	0	0		0	0	51	0	0	0	0	0	23	0	13	13	1	1	1	1	0	0	"30"
466	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent"	1988	1	0	0			"30"	0	0	0	0		0	0	52	0	0	0	0	0	24	1	14	14	1	1	1	1	0	0	"30"
467	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Ed Broadbent/Audrey McLaughlin"	1989	1	0	0			"30"	0	0	0	0		0	1	53	0	0	0	1	0	25	0	1	1	1	1	1	1	1	1	"30"
468	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Audrey McLaughlin"	1990	1	0	0			"30"	0	0	0	0		0	1	54	0	0	0	0	1	26	0	2	2	1	1	1	1	1	0	"30"
469	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Audrey McLaughlin"	1991	1	0	0			"30"	0	0	0	0		0	1	55	0	0	0	0	1	27	0	3	3	1	1	1	1	1	0	"30"
470	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Audrey McLaughlin"	1992	1	0	0			"30"	0	0	0	0		0	1	56	0	0	0	0	1	28	0	4	4	1	1	1	1	1	0	"30"
471	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Audrey McLaughlin"	1993	1	0	0			"30"	0	0	0	0		0	1	57	0	0	0	0	1	29	0	5	5	1	1	1	1	1	0	"30"
472	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Audrey McLaughlin"	1994	1	0	0			"30"	0	0	0	0		0	1	58	0	0	0	0	1	30	1	6	6	1	1	1	1	1	0	"30"
473	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Audrey McLaughlin/Alexa McDonough"	1995	1	0	0			"30"	0	0	0	0		0	1	51	0	0	0	0	1	31	0	1	1	1	1	1	1	2	1	"30"
474	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	1996	1	0	0			"30"	0	0	0	0		0	1	52	0	0	0	0	1	32	0	2	2	1	1	1	1	2	0	"30"
475	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	1997	1	0	0			"30"	0	0	0	0		0	1	53	0	0	0	0	1	33	0	3	3	1	1	1	1	2	0	"30"
476	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	1998	1	0	0			"30"	0	0	0	0		0	1	54	0	0	0	0	1	34	0	4	4	1	1	1	1	2	0	"30"
477	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	1999	1	0	0			"30"	0	0	0	0		0	1	55	0	0	0	0	1	35	0	5	5	1	1	1	1	2	0	"30"
478	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	2000	1	0	0			"30"	0	0	0	0		0	1	56	0	0	0	0	1	36	0	6	6	1	1	1	1	2	0	"30"
479	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	2001	1	0	0			"30"	0	0	0	0		0	1	57	0	0	0	0	1	37	0	7	7	1	1	1	1	2	0	"30"
480	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough"	2002	1	0	0			"30"	0	0	0	0		0	1	58	0	0	0	0	1	38	1	8	8	1	1	1	1	2	0	"30"
481	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Alexa McDonough/Jack Layton"	2003	1	0	0			"30"	0	0	0	0		0	0	53	0	0	0	0	1	39	0	1	1	1	1	1	1	0	1	"30"
482	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2004	1	0	0			"30"	0	0	0	0		0	0	54	0	0	0	0	1	40	0	2	2	1	1	1	1	0	0	"30"
483	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2005	1	0	0			"30"	0	0	0	0		0	0	55	0	0	0	0	1	41	0	3	3	1	1	1	1	0	0	"30"
484	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2006	1	0	0			"30"	0	0	0	0		0	0	56	0	0	0	0	1	42	0	4	4	1	1	1	1	0	0	"30"
485	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2007	1	0	0			"30"	0	0	0	0		0	0	57	0	0	0	0	1	43	0	5	5	1	1	1	1	0	0	"30"
486	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2008	1	0	0			"30"	0	0	0	0		0	0	58	0	0	0	0	1	44	0	6	6	1	1	1	1	0	0	"30"
487	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2009	1	0	0			"30"	0	0	0	0		0	0	59	0	0	0	0	1	45	0	7	7	1	1	1	1	0	0	"30"
488	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2010	1	0	0			"30"	0	0	0	0		0	0	60	0	1	0	0	1	46	1	8	8	1	1	1	1	0	0	"30"
489	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Jack Layton"	2011	1	0	0			"30"	0	0	0	0		0	0	61	1	0	0	0	1	47	1	0	1	1	1	1	1	0	1	"30"
490	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Thomas Mulcair"	2012	1	0	0			"30"	0	0	0	0		0	0	58	0	0	0	0	1	48	0	1	1	0	0	1	1	0	1	"30"
491	"Canada"	"New Democratic Party"	"Canada New Democratic Party"	"Thomas Mulcair"	2013	1	0	0			"30"	0	0	0	0		0	0	59	0	0	0	0	1	49	0	2	2	0	0	1	1	0	0	"30"
492	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	""	1963	1	0	1	0		"60"						0			0	0	0		0		0	0	0	0	0	0	0	0		"60"
493	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"John Diefenbaker"	1965	1	0	1			"60"	0	0	0	0		0	0	70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"60"
494	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"John Diefenbaker"	1966	1	0	1			"60"	0	0	0	0		0	0	71	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"60"
495	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"John Diefenbaker/Robert Stanfield"	1967	1	0	1			"60"	0	0	0	0		0	0	53	0	0	0	0	0	3	0	1	1	1	1	1	1	0	1	"60"
496	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1968	1	0	1			"60"	0	0	0	0		0	0	54	0	0	0	0	0	4	0	2	2	1	1	1	1	0	0	"60"
497	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1969	1	0	1			"60"	0	0	0	0		0	0	55	0	0	0	0	0	5	0	3	3	1	1	1	1	0	0	"60"
498	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1970	1	0	1			"60"	0	0	0	0		0	0	56	0	0	0	0	0	6	0	4	4	1	1	1	1	0	0	"60"
499	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1971	1	0	1			"60"	0	0	0	0		0	0	57	0	0	0	0	0	7	0	5	5	1	1	1	1	0	0	"60"
500	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1972	1	0	1			"60"	0	0	0	0		0	0	58	0	0	0	0	0	8	0	6	6	1	1	1	1	0	0	"60"
501	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1973	1	0	1			"60"	0	0	0	0		0	0	59	0	0	0	0	0	9	0	7	7	1	1	1	1	0	0	"60"
502	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1974	1	0	1			"60"	0	0	0	0		0	0	60	0	0	0	0	0	10	0	8	8	1	1	1	1	0	0	"60"
503	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield"	1975	1	0	1			"60"	0	0	0	0		0	0	61	0	0	0	0	0	11	1	9	9	1	1	1	1	0	0	"60"
504	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Robert Stanfield/Joe Clark"	1976	1	0	1			"60"	0	0	0	0		0	0	38	0	0	0	0	0	12	0	1	1	1	1	1	1	0	1	"60"
505	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1977	1	0	1			"60"	0	0	0	0		0	0	39	0	0	0	0	0	13	0	2	2	1	1	1	1	0	0	"60"
506	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1978	1	0	1			"60"	0	0	0	0		0	0	40	0	0	0	0	0	14	0	3	3	1	1	1	1	0	0	"60"
507	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1979	1	1	1			"60"	0	0	0	0		0	0	41	0	0	0	0	0	15	0	4	4	1	1	1	1	0	0	"60"
508	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1980	1	0	1			"60"	0	0	0	0		0	0	42	0	0	0	0	0	16	0	5	5	1	1	1	1	0	0	"60"
509	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1981	1	0	1			"60"	0	0	0	0		0	0	43	0	0	0	0	0	17	0	6	6	1	1	1	1	0	0	"60"
510	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1982	1	0	1			"60"	0	0	0	0		0	0	44	0	0	0	0	0	18	1	7	7	1	1	1	1	0	0	"60"
511	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark/Brian Mulroney"	1983	1	0	1			"60"	0	0	0	0		0	0	54	0	0	0	0	0	19	0	1	1	1	1	1	1	0	1	"60"
512	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1984	1	0	1			"60"	0	0	0	0		0	0	55	0	0	0	0	0	20	0	2	2	1	1	1	1	0	0	"60"
513	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1985	1	1	1			"60"	0	0	0	0		0	0	56	0	0	0	0	0	21	0	3	3	1	1	1	1	0	0	"60"
514	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1986	1	1	1			"60"	0	0	0	0		0	0	57	0	0	0	0	0	22	0	4	4	1	1	1	1	0	0	"60"
515	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1987	1	1	1			"60"	0	0	0	0		0	0	58	0	0	0	0	0	23	0	5	5	1	1	1	1	0	0	"60"
516	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1988	1	1	1			"60"	0	0	0	0		0	0	59	0	0	0	0	0	24	0	6	6	1	1	1	1	0	0	"60"
517	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1989	1	1	1			"60"	0	0	0	0		0	0	60	0	0	0	0	0	25	0	7	7	1	1	1	1	0	0	"60"
518	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1990	1	1	1			"60"	0	0	0	0		0	0	61	0	0	0	0	0	26	0	8	8	1	1	1	1	0	0	"60"
519	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1991	1	1	1			"60"	0	0	0	0		0	0	62	0	0	0	0	0	27	0	9	9	1	1	1	1	0	0	"60"
520	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney"	1992	1	1	1			"60"	0	0	0	0		0	0	63	0	0	0	0	0	28	1	10	10	1	1	1	1	0	0	"60"
521	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Brian Mulroney/Kim Campbel"	1993	1	1	1			"60"	0	0	0	0		0	1	46	0	0	0	1	0	29	1	1	1	1	1	1	1	1	1	"60"
522	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Kim Campbell/Jean Charest"	1993	1	0	1			"60"	0	0	0	0		0	0	35	0	0	0	0	1	29	0	1	1	1	1	1	1	0	1	"60"
523	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Jean Charest"	1994	1	0	1			"60"	0	0	0	0		0	0	36	0	0	0	0	1	30	0	2	2	1	1	1	1	0	0	"60"
524	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Jean Charest"	1995	1	0	1			"60"	0	0	0	0		0	0	37	0	0	0	0	1	31	0	3	3	1	1	1	1	0	0	"60"
525	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Jean Charest"	1996	1	0	1			"60"	0	0	0	0		0	0	38	0	0	0	0	1	32	0	4	4	1	1	1	1	0	0	"60"
526	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Jean Charest"	1997	1	0	1			"60"	0	0	0	0		0	0	39	0	0	0	0	1	33	1	5	5	1	1	1	1	0	0	"60"
527	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Jean Charest/Elsie Wayne (interim)/Joe Clark"	1998	1	0	1			"60"	0	0	0	0		0	0	59	0	0	0	0	1	34	0	1	1	1	1	1	1	0	1	"60"
528	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	1999	1	0	1			"60"	0	0	0	0		0	0	60	0	0	0	0	1	35	0	2	2	1	1	1	1	0	0	"60"
529	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	2000	1	0	1			"60"	0	0	0	0		0	0	61	0	0	0	0	1	36	0	3	3	1	1	1	1	0	0	"60"
530	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	2001	1	0	1			"60"	0	0	0	0		0	0	62	0	0	0	0	1	37	0	4	4	1	1	1	1	0	0	"60"
531	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark"	2002	1	0	1			"60"	0	0	0	0		0	0	63	0	0	0	0	1	38	1	5	5	1	1	1	1	0	0	"60"
532	"Canada"	"Progressive Conservative Party of Canada"	"Canada Progressive Conservative Party of Canada"	"Joe Clark/Peter MacKay"	2003	1	0	1			"60"	0	0	0	0		0	0	61	0	0	1	0	1	39	1	0	1	0	1	0	1	0	1	"60"
533	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1987	1	0	0	0	0	"60"	1	1	1	1		0	0	45	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	"60"
534	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1988	1	0	0	0	0	"60"	1	1	1	1		0	0	46	0	0	0	0	0	2	0	2	2	1	1	1	1	0	0	"60"
535	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1989	1	0	0	0	0	"60"	1	1	1	1		0	0	47	0	0	0	0	0	3	0	3	3	1	1	1	1	0	0	"60"
536	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1990	1	0	0	0	0	"60"	1	1	1	1		0	0	48	0	0	0	0	0	4	0	4	4	1	1	1	1	0	0	"60"
537	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1991	1	0	0	0	0	"60"	1	1	1	1		0	0	49	0	0	0	0	0	5	0	5	5	1	1	1	1	0	0	"60"
538	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1992	1	0	0	0	0	"60"	1	1	1	1		0	0	50	0	0	0	0	0	6	0	6	6	1	1	1	1	0	0	"60"
539	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1993	1	0	0			"60"	1	1	1	1		0	0	51	0	0	0	0	0	7	0	7	7	1	1	1	1	0	0	"60"
540	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1994	1	0	0			"60"	1	1	1	1		0	0	52	0	0	0	0	0	8	0	8	8	1	1	1	1	0	0	"60"
541	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1995	1	0	0			"60"	1	1	1	1		0	0	53	0	0	0	0	0	9	0	9	9	1	1	1	1	0	0	"60"
542	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1996	1	0	0			"60"	1	1	1	1		0	0	54	0	0	0	0	0	10	0	10	10	1	1	1	1	0	0	"60"
543	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1997	1	0	0			"60"	1	1	1	1		0	0	55	0	0	0	0	0	11	0	11	11	1	1	1	1	0	0	"60"
544	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1998	1	0	0			"60"	1	1	1	1		0	0	56	0	0	0	0	0	12	0	12	12	1	1	1	1	0	0	"60"
545	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning"	1999	1	0	0			"60"	1	1	1	1		0	0	57	0	0	0	0	0	13	1	13	13	1	1	1	1	0	0	"60"
546	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Preston Manning/Deborah Grey (Interim)/Stockwell Day"	2000	1	0	0			"60"	1	1	1	1		0	0	50	0	0	0	0	0	14	0	1	1	1	1	1	1	0	1	"60"
547	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Stockwell Day"	2001	1	0	0			"60"	1	1	1	1		0	0	51	0	0	0	0	0	15	1	2	2	1	1	1	1	0	0	"60"
548	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Stockwell Day/Stephen Harper"	2002	1	0	0			"60"	1	1	1	1		0	0	43	0	0	0	0	0	16	0	1	1	0	1	0	1	0	1	"60"
549	"Canada"	"Reform Party / Canadian Alliance"	"Canada Reform Party / Canadian Alliance"	"Stephen Harper"	2003	1	0	0			"60"	1	1	1	1		0	0	44	0	0	1	0	0	17	1	2	2	0	1	0	1	0	0	"60"
550	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1973	0	0	0	0		"30"	0	1	1	0		0	0	56	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	"30"
551	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1974	0	0	0	0		"30"	0	1	1	0		0	0	57	0	0	0	0	0	2	0	2	2	1	1	1	1	0	0	"30"
552	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1975	0	0	0			"30"	0	1	1	0		0	0	58	0	0	0	0	0	3	0	3	3	1	1	1	1	0	0	"30"
553	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1976	0	0	0			"30"	0	1	1	0		0	0	59	0	0	0	0	0	4	0	4	4	1	1	1	1	0	0	"30"
554	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1977	0	0	0			"30"	0	1	1	0		0	0	60	0	0	0	0	0	5	0	5	5	1	1	1	1	0	0	"30"
555	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1978	0	0	0			"30"	0	1	1	0		0	0	61	0	0	0	0	0	6	0	6	6	1	1	1	1	0	0	"30"
556	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1979	0	0	0			"30"	0	1	1	0		0	0	62	0	0	0	0	0	7	0	7	7	1	1	1	1	0	0	"30"
557	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1980	0	0	0			"30"	0	1	1	0		0	0	63	0	0	0	0	0	8	0	8	8	1	1	1	1	0	0	"30"
558	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1981	0	0	0			"30"	0	1	1	0		0	0	64	0	0	0	0	0	9	0	9	9	1	1	1	1	0	0	"30"
559	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1982	0	1	0			"30"	0	1	1	0		0	0	65	0	0	0	0	0	10	0	10	10	1	1	1	1	0	0	"30"
560	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1983	0	1	0			"30"	0	1	1	0		0	0	66	0	0	0	0	0	11	0	11	11	1	1	1	1	0	0	"30"
561	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1984	0	1	0			"30"	0	1	1	0		0	0	67	0	0	0	0	0	12	0	12	12	1	1	1	1	0	0	"30"
562	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1985	0	1	0			"30"	0	1	1	0		0	0	68	0	0	0	0	0	13	0	13	13	1	1	1	1	0	0	"30"
563	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1986	0	1	0			"30"	0	1	1	0		0	0	69	0	0	0	0	0	14	0	14	14	1	1	1	1	0	0	"30"
564	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1987	0	1	0			"30"	0	1	1	0		0	0	70	0	0	0	0	0	15	0	15	15	1	1	1	1	0	0	"30"
565	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen"	1988	0	0	0	0		"30"	0	1	1	0		0	0	71	0	0	0	0	0	16	1	16	16	1	1	1	1	0	0	"30"
566	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Erhard Jakobsen/Mimi Jakobsen"	1989	0	0	0	0		"30"	0	1	1	0		0	1	41	0	0	0	1	0	17	0	1	1	1	1	1	1	1	1	"30"
567	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1990	0	0	0	0		"30"	0	1	1	0		0	1	42	0	0	0	0	1	18	0	2	2	1	1	1	1	1	0	"30"
568	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1991	0	0	0	0		"30"	0	1	1	0		0	1	43	0	0	0	0	1	19	0	3	3	1	1	1	1	1	0	"30"
569	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1992	0	0	0	0		"30"	0	1	1	0		0	1	44	0	0	0	0	1	20	0	4	4	1	1	1	1	1	0	"30"
570	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1993	0	1	0	0		"30"	0	1	1	0		0	1	45	0	0	0	0	1	21	0	5	5	1	1	1	1	1	0	"30"
571	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1994	0	1	0			"30"	0	1	1	0		0	1	46	0	0	0	0	1	22	0	6	6	1	1	1	1	1	0	"30"
572	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1995	0	1	0			"30"	0	1	1	0		0	1	47	0	0	0	0	1	23	0	7	7	1	1	1	1	1	0	"30"
573	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1996	0	0	0			"30"	0	1	1	0		0	1	48	0	0	0	0	1	24	0	8	8	1	1	1	1	1	0	"30"
