Obs	Country	Party	countrypartyid	Leader	Year	majoritarian	gov	majorparty	seatdiff	seatshare	groups	FoundedAfter1980	FoundedAfter1965	FoundedAfter1970	FoundedAfter1975	perfemmp2	fem.mandate	Female	leaderage	Died	died2	Party_Death	FFL.new	AFFL.new	Time	LeaderDeath	LeaderYearFirst	LeaderYear	LeaderInclude.woC.woPD	LeaderInclude.woC.wPD	LeaderInclude.wC.woPD	LeaderInclude.wC.wPD	FemLeaderNum	NewLeader	rbgroup
1592	"Ireland"	"Fine Gael"	"Ireland Fine Gael"	"Enda Kenny"	2009	0	0	1			"50"	0	0	0	0		0	0	58	0	0	0	0	0	45	0	8	8	0	0	1	1	0	0	"50"
1593	"Ireland"	"Fine Gael"	"Ireland Fine Gael"	"Enda Kenny"	2010	0	0	1			"50"	0	0	0	0		0	0	59	0	0	0	0	0	46	0	9	9	0	0	1	1	0	0	"50"
1594	"Ireland"	"Fine Gael"	"Ireland Fine Gael"	"Enda Kenny"	2011	0	1	1			"50"	0	0	0	0		0	0	60	0	0	0	0	0	47	0	10	10	0	0	1	1	0	0	"50"
1595	"Ireland"	"Fine Gael"	"Ireland Fine Gael"	"Enda Kenny"	2012	0	1	1			"50"	0	0	0	0		0	0	61	0	0	0	0	0	48	0	11	11	0	0	1	1	0	0	"50"
1596	"Ireland"	"Fine Gael"	"Ireland Fine Gael"	"Enda Kenny"	2013	0	1	1			"50"	0	0	0	0		0	0	62	0	0	0	0	0	49	0	12	12	0	0	1	1	0	0	"50"
1597	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent"	2001	0	0	0	0		"10"	1	1	1	1		0	0	41	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	"10"
1598	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent"	2002	0	0	0			"10"	1	1	1	1		0	0	42	0	0	0	0	0	2	0	2	2	1	1	1	1	0	0	"10"
1599	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent"	2003	0	0	0			"10"	1	1	1	1		0	0	43	0	0	0	0	0	3	0	3	3	1	1	1	1	0	0	"10"
1600	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent"	2004	0	0	0			"10"	1	1	1	1		0	0	44	0	0	0	0	0	4	0	4	4	1	1	1	1	0	0	"10"
1601	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent"	2005	0	0	0			"10"	1	1	1	1		0	0	45	0	0	0	0	0	5	0	5	5	1	1	1	1	0	0	"10"
1602	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent"	2006	0	0	0			"10"	1	1	1	1		0	0	46	0	0	0	0	0	6	1	6	6	1	1	1	1	0	0	"10"
1603	"Ireland"	"Green Party"	"Ireland Green Party"	"Trevor Sargent/John Gormley"	2007	0	1	0	0		"10"	1	1	1	1		0	0	50	0	0	0	0	0	7	0	1	1	1	1	1	1	0	1	"10"
1604	"Ireland"	"Green Party"	"Ireland Green Party"	"John Gormley"	2008	0	1	0	0		"10"	1	1	1	1		0	0	51	0	0	0	0	0	8	0	2	2	1	1	1	1	0	0	"10"
1605	"Ireland"	"Green Party"	"Ireland Green Party"	"John Gormley"	2009	0	1	0	0		"10"	1	1	1	1		0	0	52	0	0	0	0	0	9	0	3	3	1	1	1	1	0	0	"10"
1606	"Ireland"	"Green Party"	"Ireland Green Party"	"John Gormley"	2010	0	1	0	0		"10"	1	1	1	1		0	0	53	0	0	0	0	0	10	1	4	4	1	1	1	1	0	0	"10"
1607	"Ireland"	"Green Party"	"Ireland Green Party"	"John Gormley/Eamon Ryan"	2011	0	0	0		0	"10"	1	1	1	1		0	0	48	0	0	0	0	0	11	0	1	1	0	0	1	1	0	1	"10"
1608	"Ireland"	"Green Party"	"Ireland Green Party"	"Eamon Ryan"	2012	0	0	0		0	"10"	1	1	1	1		0	0	49	0	0	0	0	0	12	0	2	2	0	0	1	1	0	0	"10"
1609	"Ireland"	"Green Party"	"Ireland Green Party"	"Eamon Ryan"	2013	0	0	0		0	"10"	1	1	1	1		0	0	50	0	0	0	0	0	13	0	3	3	0	0	1	1	0	0	"10"
1610	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	""	1961	0	0		0		"30"						0			0	0	0		0		0	0	0	0	0	0	0	0		"30"
1611	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1965	0	0	0			"30"	0	0	0	0		0	0	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"30"
1612	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1966	0	0	0			"30"	0	0	0	0		0	0	48	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"30"
1613	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1967	0	0	0			"30"	0	0	0	0		0	0	49	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	"30"
1614	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1968	0	0	0			"30"	0	0	0	0		0	0	50	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	"30"
1615	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1969	0	0	0			"30"	0	0	0	0		0	0	51	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	"30"
1616	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1970	0	0	0			"30"	0	0	0	0		0	0	52	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	"30"
1617	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1971	0	0	0			"30"	0	0	0	0		0	0	53	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	"30"
1618	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1972	0	0	0			"30"	0	0	0	0		0	0	54	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	"30"
1619	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1973	0	1	0			"30"	0	0	0	0		0	0	55	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	"30"
1620	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1974	0	1	0			"30"	0	0	0	0		0	0	56	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	"30"
1621	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1975	0	1	0			"30"	0	0	0	0		0	0	57	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	"30"
1622	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish"	1976	0	1	0			"30"	0	0	0	0		0	0	58	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	"30"
1623	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Brendan Corish/Frank Cluskey"	1977	0	0	0			"30"	0	0	0	0		0	0	47	0	0	0	0	0	13	0	1	1	1	1	1	1	0	1	"30"
1624	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Frank Cluskey"	1978	0	0	0			"30"	0	0	0	0		0	0	48	0	0	0	0	0	14	0	2	2	1	1	1	1	0	0	"30"
1625	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Frank Cluskey"	1979	0	0	0			"30"	0	0	0	0		0	0	49	0	0	0	0	0	15	0	3	3	1	1	1	1	0	0	"30"
1626	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Frank Cluskey"	1980	0	0	0			"30"	0	0	0	0		0	0	50	0	0	0	0	0	16	1	4	4	1	1	1	1	0	0	"30"
1627	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Frank Cluskey/Michael O'Leary"	1981	0	0	0			"30"	0	0	0	0		0	0	45	0	0	0	0	0	17	1	1	1	1	1	1	1	0	1	"30"
1628	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Michael O'Leary/Dick Spring"	1982	0	0	0	0		"30"	0	0	0	0		0	0	32	0	0	0	0	0	18	0	1	1	1	1	1	1	0	1	"30"
1629	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1983	0	1	0			"30"	0	0	0	0		0	0	33	0	0	0	0	0	19	0	2	2	1	1	1	1	0	0	"30"
1630	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1984	0	1	0			"30"	0	0	0	0		0	0	34	0	0	0	0	0	20	0	3	3	1	1	1	1	0	0	"30"
1631	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1985	0	1	0			"30"	0	0	0	0		0	0	35	0	0	0	0	0	21	0	4	4	1	1	1	1	0	0	"30"
1632	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1986	0	1	0			"30"	0	0	0	0		0	0	36	0	0	0	0	0	22	0	5	5	1	1	1	1	0	0	"30"
1633	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1987	0	0	0			"30"	0	0	0	0		0	0	37	0	0	0	0	0	23	0	6	6	1	1	1	1	0	0	"30"
1634	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1988	0	0	0			"30"	0	0	0	0		0	0	38	0	0	0	0	0	24	0	7	7	1	1	1	1	0	0	"30"
1635	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1989	0	0	0			"30"	0	0	0	0		0	0	39	0	0	0	0	0	25	0	8	8	1	1	1	1	0	0	"30"
1636	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1990	0	0	0			"30"	0	0	0	0		0	0	40	0	0	0	0	0	26	0	9	9	1	1	1	1	0	0	"30"
1637	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1991	0	0	0			"30"	0	0	0	0		0	0	41	0	0	0	0	0	27	0	10	10	1	1	1	1	0	0	"30"
1638	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1992	0	0	0			"30"	0	0	0	0		0	0	42	0	0	0	0	0	28	0	11	11	1	1	1	1	0	0	"30"
1639	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1993	0	1	0			"30"	0	0	0	0		0	0	43	0	0	0	0	0	29	0	12	12	1	1	1	1	0	0	"30"
1640	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1994	0	1	0			"30"	0	0	0	0		0	0	44	0	0	0	0	0	30	0	13	13	1	1	1	1	0	0	"30"
1641	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1995	0	1	0			"30"	0	0	0	0		0	0	45	0	0	0	0	0	31	0	14	14	1	1	1	1	0	0	"30"
1642	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring"	1996	0	1	0			"30"	0	0	0	0		0	0	46	0	0	0	0	0	32	1	15	15	1	1	1	1	0	0	"30"
1643	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Dick Spring/Ruairi Quinn"	1997	0	0	0			"30"	0	0	0	0		0	0	51	0	0	0	0	0	33	0	1	1	1	1	1	1	0	1	"30"
1644	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Ruairi Quinn"	1998	0	0	0			"30"	0	0	0	0		0	0	52	0	0	0	0	0	34	0	2	2	1	1	1	1	0	0	"30"
1645	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Ruairi Quinn"	1999	0	0	0			"30"	0	0	0	0		0	0	53	0	0	0	0	0	35	0	3	3	1	1	1	1	0	0	"30"
1646	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Ruairi Quinn"	2000	0	0	0			"30"	0	0	0	0		0	0	54	0	0	0	0	0	36	0	4	4	1	1	1	1	0	0	"30"
1647	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Ruairi Quinn"	2001	0	0	0			"30"	0	0	0	0		0	0	55	0	0	0	0	0	37	1	5	5	1	1	1	1	0	0	"30"
1648	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Ruairi Quinn/Pat Rabbitte"	2002	0	0	0			"30"	0	0	0	0		0	0	53	0	0	0	0	0	38	0	1	1	1	1	1	1	0	1	"30"
1649	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Pat Rabbitte"	2003	0	0	0			"30"	0	0	0	0		0	0	54	0	0	0	0	0	39	0	2	2	1	1	1	1	0	0	"30"
1650	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Pat Rabbitte"	2004	0	0	0			"30"	0	0	0	0		0	0	55	0	0	0	0	0	40	0	3	3	1	1	1	1	0	0	"30"
1651	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Pat Rabbitte"	2005	0	0	0			"30"	0	0	0	0		0	0	56	0	0	0	0	0	41	0	4	4	1	1	1	1	0	0	"30"
1652	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Pat Rabbitte"	2006	0	0	0			"30"	0	0	0	0		0	0	57	0	0	0	0	0	42	1	5	5	1	1	1	1	0	0	"30"
1653	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Pat Rabbitte/Eamon Gilmore"	2007	0	0	0			"30"	0	0	0	0		0	0	52	0	0	0	0	0	43	0	1	1	0	0	1	1	0	1	"30"
1654	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Eamon Gilmore"	2008	0	0	0			"30"	0	0	0	0		0	0	53	0	0	0	0	0	44	0	2	2	0	0	1	1	0	0	"30"
1655	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Eamon Gilmore"	2009	0	0	0			"30"	0	0	0	0		0	0	54	0	0	0	0	0	45	0	3	3	0	0	1	1	0	0	"30"
1656	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Eamon Gilmore"	2010	0	0	0			"30"	0	0	0	0		0	0	55	0	0	0	0	0	46	0	4	4	0	0	1	1	0	0	"30"
1657	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Eamon Gilmore"	2011	0	1	0			"30"	0	0	0	0		0	0	56	0	0	0	0	0	47	0	5	5	0	0	1	1	0	0	"30"
1658	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Eamon Gilmore"	2012	0	1	0			"30"	0	0	0	0		0	0	57	0	0	0	0	0	48	0	6	6	0	0	1	1	0	0	"30"
1659	"Ireland"	"Labour Party (Ireland)"	"Ireland Labour Party (Ireland)"	"Eamon Gilmore"	2013	0	1	0			"30"	0	0	0	0		0	0	58	0	0	0	0	0	49	0	7	7	0	0	1	1	0	0	"30"
1660	"Ireland"	"Progressive Democrats"	"Ireland Progressive Democrats"	"Desmond O'Malley"	1985	0	0	0	0	0	"40"	1	1	1	1		0	0	46	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	"40"
1661	"Ireland"	"Progressive Democrats"	"Ireland Progressive Democrats"	"Desmond O'Malley"	1986	0	0	0	0	0	"40"	1	1	1	1		0	0	47	0	0	0	0	0	2	0	2	2	1	1	1	1	0	0	"40"
1662	"Ireland"	"Progressive Democrats"	"Ireland Progressive Democrats"	"Desmond O'Malley"	1987	0	0	0			"40"	1	1	1	1		0	0	48	0	0	0	0	0	3	0	3	3	1	1	1	1	0	0	"40"
